depth,50%,40%,30%,20%,10%
0.0,0.0,0.0,0.0,0.0,0.0
0.35,0.0,0.0,0.0,0.0,0.0
0.4,0.07,0.07,0.0,0.0,0.0
0.5,0.2,0.2,0.2,0.2,0.2
0.65,0.4,0.4,0.4,0.4,0.4
0.75,0.6,0.6,0.6,0.53,0.53
0.8,0.7,0.7,0.7,0.6,0.6
0.85,0.8,0.8,0.8,0.7,0.7
0.9,0.9,0.9,0.9,0.8,0.8
0.95,1.0,1.0,1.0,1.0,1.0
1.25,1.0,1.0,1.0,1.0,1.0
1.3,1.0,1.0,1.0,1.0,0.9
1.35,1.0,1.0,1.0,0.9,0.8
1.4,1.0,1.0,0.9,0.8,0.7
1.45,1.0,0.93,0.8,0.73,0.6
1.5,1.0,0.87,0.75,0.67,0.55
1.55,0.9,0.8,0.7,0.6,0.5
1.6,0.8,0.73,0.65,0.56,0.45
1.65,0.73,0.67,0.6,0.52,0.4
1.7,0.67,0.6,0.56,0.48,0.37
1.75,0.6,0.55,0.52,0.44,0.35
1.8,0.53,0.5,0.48,0.4,0.32
1.9,0.4,0.4,0.4,0.34,0.27
2.05,0.31,0.31,0.31,0.26,0.2
2.15,0.26,0.26,0.26,0.2,0.12
2.25,0.2,0.2,0.2,0.13,0.04
2.3,0.17,0.17,0.17,0.1,0.0
2.45,0.07,0.07,0.07,0.0,0.0
2.55,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0
