depth,50%,40%,30%,20%,10%
0.0,0.0,0.0,0.0,0.0,0.0
0.3,0.0,0.0,0.0,0.0,0.0
0.35,0.2,0.2,0.2,0.2,0.2
0.45,0.4,0.4,0.4,0.4,0.4
0.5,0.6,0.6,0.6,0.6,0.6
0.55,1.0,1.0,1.0,1.0,1.0
1.05,1.0,1.0,1.0,1.0,1.0
1.15,0.8,0.8,0.8,0.8,0.8
1.3,0.6,0.6,0.6,0.6,0.6
1.5,0.4,0.4,0.4,0.4,0.4
1.85,0.2,0.2,0.2,0.2,0.2
2.15,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0
